 3.00 14000. -5.0  2.0  0.6699 -0.2426  0.1993 -0.0772 Kp L ATLAS
 3.50 14000. -5.0  2.0  0.6112 -0.1420  0.0967 -0.0394 Kp L ATLAS
 4.00 14000. -5.0  2.0  0.5723 -0.0695  0.0237 -0.0133 Kp L ATLAS
 4.50 14000. -5.0  2.0  0.5516 -0.0230 -0.0291  0.0072 Kp L ATLAS
 5.00 14000. -5.0  2.0  0.5517 -0.0212 -0.0350  0.0100 Kp L ATLAS
 2.50 15000. -5.0  2.0  0.7513 -0.3573  0.3022 -0.1121 Kp L ATLAS
 3.00 15000. -5.0  2.0  0.7172 -0.3625  0.3081 -0.1140 Kp L ATLAS
 3.50 15000. -5.0  2.0  0.6472 -0.2482  0.1952 -0.0732 Kp L ATLAS
 4.00 15000. -5.0  2.0  0.5939 -0.1469  0.0929 -0.0360 Kp L ATLAS
 4.50 15000. -5.0  2.0  0.5667 -0.0922  0.0355 -0.0148 Kp L ATLAS
 5.00 15000. -5.0  2.0  0.5580 -0.0697  0.0065 -0.0028 Kp L ATLAS
 2.50 16000. -5.0  2.0  0.7864 -0.4207  0.3489 -0.1256 Kp L ATLAS
